LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,TotalSF,TotalBath,TotalPorchSF,YearBuildAgo,YearRemodAddAgo,GarageYrBltAgo,MoSoldAgo,BsmtFinQuality1,OverallQual_x_TotalSF,MSZoning_FV,MSZoning_RL,MSZoning_RM,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_NAmes,Neighborhood_OldTown,Neighborhood_Sawyer,Neighborhood_Somerst,Neighborhood_StoneBr,Foundation_CBlock,Foundation_PConc,CentralAir_Y,GarageType_Attchd,GarageType_CarPort,SaleType_New,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
74.0,32463,4,4,149.0,3,4,3,3,1159.0,0.0,90.0,5,1622,0,1622,3,1,3,7,0,1,3,3,4.0,1356.0,3,3,0,439,0,0,0,0,2871.0,2.0,439,49,35,35.0,45,3.0,11484.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,12.031725210748633
24.0,2645,8,5,456.0,4,3,4,1,0.0,0.0,776.0,5,764,677,1441,2,1,4,5,0,0,0,1,2.0,492.0,3,3,0,206,0,0,0,0,2217.0,2.5,206,11,10,11.0,37,1.0,17736.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,12.066816325306588
60.0,9600,5,8,0.0,3,3,3,2,0.0,0.0,702.0,4,842,630,1472,3,1,4,6,0,0,0,1,1.0,250.0,3,2,1,0,0,84,0,0,2174.0,1.0,84,85,16,85.0,41,1.0,10870.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,11.736077016252437
74.0,4500,6,5,425.0,3,3,5,1,883.0,0.0,341.0,5,1224,0,1224,2,1,3,5,0,0,0,3,2.0,402.0,3,3,0,0,304,0,0,0,2448.0,3.0,304,11,11,11.0,18,5.0,14688.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.013706813470414
80.0,9364,6,7,143.0,3,3,3,1,371.0,0.0,292.0,3,663,689,1352,4,1,3,7,0,0,0,3,1.0,299.0,3,3,0,379,36,0,0,0,2015.0,1.5,415,41,41,41.0,9,4.0,12090.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,11.970356641102999
51.0,8029,6,5,0.0,3,3,4,1,0.0,0.0,728.0,5,728,728,1456,3,1,4,8,0,0,0,3,2.0,400.0,3,3,0,100,24,0,0,0,2184.0,2.5,124,5,5,5.0,29,1.0,13104.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.07824495582233
58.0,14054,7,5,0.0,4,3,4,3,0.0,0.0,879.0,5,879,984,1863,4,1,4,9,0,1,4,3,3.0,660.0,3,3,0,100,17,0,0,0,2742.0,2.5,117,4,4,4.0,49,1.0,19194.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,12.29779001527865
65.0,8850,7,6,0.0,3,3,3,1,0.0,0.0,815.0,5,815,875,1690,3,1,3,7,0,1,4,1,1.0,225.0,3,3,0,0,0,330,0,0,2505.0,1.0,330,94,60,94.0,53,1.0,17535.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,11.87757552297847
70.0,9100,7,5,0.0,4,3,4,1,0.0,0.0,1212.0,5,1212,0,1212,3,1,4,6,0,0,0,2,2.0,573.0,3,3,0,356,0,0,0,0,2424.0,2.0,356,9,9,9.0,18,1.0,16968.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.08954444723597
75.0,11235,4,5,51.0,3,3,3,1,547.0,0.0,504.0,4,1382,0,1382,3,1,3,6,0,1,1,1,2.0,459.0,3,3,0,0,82,0,0,0,2433.0,1.5,82,47,31,36.0,50,3.5,9732.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,11.904974309480181
71.0,9353,4,5,0.0,3,3,3,1,0.0,0.0,864.0,4,864,0,864,3,1,3,5,0,0,0,1,1.0,280.0,3,3,0,0,0,0,0,0,1728.0,1.0,0,40,40,38.0,53,1.0,6912.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,11.6617850286409
80.0,10400,7,5,0.0,3,3,4,3,0.0,0.0,866.0,5,866,913,1779,3,1,4,6,0,0,0,2,2.0,546.0,3,3,0,198,36,0,0,0,2645.0,2.5,234,12,12,12.0,21,1.0,18515.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.19552218463499
50.0,6000,5,8,0.0,3,3,3,1,0.0,0.0,884.0,5,884,464,1348,3,1,3,5,0,1,2,1,1.0,216.0,3,3,2,0,0,208,0,0,2232.0,2.0,208,85,13,50.0,19,1.0,11160.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.669937760751914
75.0,9750,7,5,171.0,4,3,4,1,0.0,0.0,1630.0,5,1630,0,1630,3,1,4,6,0,1,3,1,2.0,451.0,3,3,0,74,234,0,0,0,3260.0,2.0,308,10,9,10.0,14,1.0,22820.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.269052139516223
78.0,10140,5,6,0.0,3,3,4,1,788.0,0.0,268.0,5,1074,0,1074,3,1,3,6,0,0,0,2,2.0,495.0,3,3,0,0,88,0,0,0,2130.0,2.5,88,35,35,35.0,53,4.0,10650.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,11.941462360646149
90.0,14684,7,7,234.0,4,3,4,2,485.0,177.0,1496.0,4,2196,0,2196,3,1,4,7,0,1,3,2,3.0,701.0,3,3,0,84,70,0,0,0,4354.0,2.0,154,20,19,20.0,18,4.0,30478.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.513193308436527
67.0,8900,4,4,0.0,3,3,3,1,1056.0,0.0,0.0,3,1056,0,1056,2,1,3,5,0,0,0,1,1.0,384.0,3,3,0,0,42,0,0,0,2112.0,2.0,42,44,44,44.0,49,3.5,8448.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,11.580593459194764
70.0,9135,6,5,120.0,4,3,4,3,340.0,0.0,1342.0,5,1700,0,1700,3,1,4,7,0,0,0,2,2.0,544.0,3,3,0,192,23,0,0,0,3382.0,3.0,215,7,7,7.0,55,5.0,20292.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.206077645517674
70.0,7763,5,7,0.0,3,4,3,1,504.0,108.0,319.0,3,1283,0,1283,3,1,3,6,0,0,0,1,2.0,506.0,3,3,0,0,0,0,0,0,2214.0,2.0,0,48,30,30.0,26,3.5,11070.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,11.849404844423074
85.0,10182,8,5,420.0,4,3,5,2,1220.0,0.0,440.0,5,1660,0,1660,3,1,4,8,0,1,4,2,2.0,500.0,3,3,0,322,50,0,0,0,3320.0,3.0,372,4,4,4.0,55,5.0,26560.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True,12.577639650232573
70.0,11218,6,5,0.0,4,3,4,1,0.0,0.0,1055.0,5,1055,790,1845,3,1,4,8,0,1,3,2,2.0,462.0,3,3,0,635,104,0,0,0,2900.0,2.5,739,18,18,18.0,7,1.0,17400.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.149507585033072
152.0,12134,8,7,0.0,4,3,4,3,427.0,0.0,132.0,4,1080,672,1752,4,1,3,8,0,0,0,2,2.0,492.0,3,3,0,325,12,0,0,0,2311.0,2.0,337,22,5,22.0,6,5.0,18488.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12.00762780434872
50.0,9340,4,6,0.0,3,3,3,1,344.0,0.0,328.0,3,672,0,672,2,1,3,4,0,0,0,1,1.0,234.0,3,3,2,0,113,0,0,0,1344.0,2.0,113,69,60,69.0,16,3.5,5376.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,11.635151947212842
72.0,10246,4,9,0.0,3,4,3,3,648.0,0.0,0.0,5,960,0,960,0,1,3,3,0,0,0,1,1.0,364.0,3,3,0,88,0,0,0,0,1608.0,1.5,88,45,9,45.0,55,5.0,6432.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,11.884495917930655
69.0,10205,5,5,0.0,3,3,3,3,784.0,0.0,141.0,3,999,0,999,3,1,3,6,0,0,0,1,1.0,300.0,3,3,0,150,72,0,0,0,1924.0,2.0,222,48,48,48.0,55,3.0,9620.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.80932691294063
99.0,7094,5,5,0.0,3,3,3,1,180.0,374.0,340.0,3,894,0,894,3,1,3,5,0,0,0,2,1.0,384.0,3,3,0,0,0,0,0,0,1788.0,1.0,0,44,44,44.0,43,3.5,8940.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,11.736077016252437
68.0,8930,6,5,0.0,3,3,0,0,0.0,0.0,0.0,3,1318,584,1902,4,2,3,8,0,0,0,1,2.0,539.0,3,3,0,0,0,0,0,0,1902.0,2.0,0,32,32,32.0,8,0.0,11412.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,11.626263078808801
72.0,8640,8,5,72.0,4,3,4,2,936.0,0.0,364.0,5,1314,0,1314,3,1,4,6,0,0,0,2,2.0,552.0,3,3,0,135,112,0,0,0,2614.0,3.0,247,1,1,1.0,15,5.0,20912.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True,12.343470927093518
52.0,6240,4,5,0.0,3,3,0,0,0.0,0.0,0.0,4,672,240,912,2,1,3,3,0,0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,912.0,1.0,0,63,60,2010.0,53,0.0,3648.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11.296024885689746
21.0,1680,6,5,236.0,3,3,3,1,0.0,0.0,672.0,3,672,546,1218,3,1,3,7,0,0,0,0,0.0,0.0,0,0,2,201,0,0,0,0,1890.0,1.5,201,39,39,2010.0,56,1.0,11340.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,11.424105180165641
66.0,7800,5,5,0.0,3,3,3,1,312.0,600.0,0.0,3,912,0,912,2,1,3,5,0,0,0,1,1.0,288.0,3,3,0,0,0,0,0,0,1824.0,1.0,0,46,46,46.0,49,3.5,9120.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,11.652696102959753
55.0,8250,5,5,0.0,3,3,3,1,250.0,492.0,210.0,5,1211,0,1211,3,1,3,5,0,1,3,1,1.0,322.0,3,3,0,0,63,0,0,0,2163.0,1.0,63,42,42,42.0,28,3.0,10815.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,11.80560254159177
78.0,10496,6,6,320.0,3,3,3,2,196.0,0.0,844.0,5,1168,678,1846,3,1,3,7,0,1,4,1,1.0,315.0,3,3,0,0,0,0,0,0,2886.0,2.0,0,61,60,61.0,47,3.5,17316.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.870606902224587
89.0,10680,5,3,44.0,3,3,3,1,756.0,0.0,1380.0,3,2136,0,2136,4,1,3,7,3,0,0,1,2.0,528.0,3,3,0,0,30,0,0,0,4272.0,2.0,30,59,59,59.0,50,2.0,21360.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,11.834291315386718
60.0,15384,7,5,0.0,4,3,4,3,724.0,0.0,64.0,5,788,702,1490,3,1,4,8,0,1,4,3,2.0,388.0,3,3,0,100,75,0,0,0,2278.0,3.5,175,6,5,6.0,34,5.0,15946.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.122696471358964
65.0,10482,6,8,63.0,3,4,3,3,507.0,0.0,81.0,5,1138,0,1138,3,1,3,6,0,0,0,2,1.0,264.0,3,3,0,224,0,0,0,0,1726.0,1.5,224,52,52,52.0,42,5.0,10356.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.884495917930655
86.0,14598,6,5,74.0,4,3,4,2,0.0,0.0,894.0,5,894,1039,1933,4,1,4,9,0,1,4,3,3.0,668.0,3,3,0,100,18,0,0,0,2827.0,2.5,118,3,3,3.0,35,1.0,16962.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,12.273735966890268
72.0,8872,5,8,300.0,3,3,3,1,595.0,0.0,317.0,5,912,0,912,2,1,4,5,0,0,0,1,2.0,576.0,3,3,0,0,240,0,0,0,1824.0,2.0,240,45,2,18.0,24,4.0,9120.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,11.898194668458823
65.0,8769,9,5,766.0,5,3,5,1,1540.0,0.0,162.0,5,1702,0,1702,1,1,5,7,0,1,4,3,3.0,1052.0,3,3,0,0,72,0,224,0,3404.0,2.5,296,2,2,2.0,26,5.0,30636.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,12.813920618864572
70.0,7910,5,5,0.0,3,3,3,1,666.0,0.0,409.0,4,1507,0,1507,4,1,3,7,4,0,0,1,1.0,404.0,3,3,0,0,0,0,0,0,2582.0,2.0,0,50,50,50.0,28,4.0,12910.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,11.751950239425476
72.0,18890,5,5,1.0,3,3,4,1,498.0,211.0,652.0,5,1361,1259,2620,4,2,3,12,0,1,3,2,2.0,600.0,3,3,2,155,24,145,0,0,3981.0,3.0,324,33,33,33.0,40,5.0,19905.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,12.154784614286667
70.0,7728,5,6,120.0,3,3,3,3,803.0,0.0,303.0,3,1190,0,1190,3,1,3,6,0,0,0,1,2.0,540.0,3,3,0,0,18,0,0,0,2296.0,2.0,18,48,48,48.0,55,4.0,11480.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.794345471549745
70.0,9842,4,5,0.0,3,3,0,0,0.0,0.0,0.0,3,1224,0,1224,2,2,3,6,0,0,0,1,2.0,462.0,3,3,0,0,0,0,0,0,1224.0,2.0,0,48,48,48.0,45,0.0,4896.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,11.530775206233024
73.0,12160,5,5,180.0,3,3,3,1,1000.0,0.0,188.0,2,1188,0,1188,3,1,3,6,0,0,0,2,2.0,531.0,3,3,0,0,0,0,0,0,2376.0,2.0,0,51,51,51.0,7,3.5,11880.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,11.863589378812122
55.0,8525,5,6,0.0,3,3,3,3,0.0,0.0,940.0,3,1024,940,1964,4,1,3,7,0,0,0,0,0.0,0.0,0,0,2,0,192,0,0,0,2904.0,1.5,192,99,60,2010.0,25,1.0,14520.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,11.775297421715827
96.0,13132,5,5,0.0,3,3,4,2,0.0,0.0,747.0,4,892,892,1784,4,1,3,9,0,0,0,1,1.0,180.0,2,2,2,203,40,0,0,0,2531.0,1.5,243,96,60,96.0,53,1.0,12655.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.841423131921784
36.0,2628,7,5,106.0,4,3,4,1,0.0,0.0,764.0,5,764,862,1626,2,1,4,6,0,0,0,2,2.0,474.0,3,3,0,0,27,0,0,0,2390.0,2.5,27,7,7,7.0,6,1.0,16730.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,12.075400019877522
41.0,12393,7,5,0.0,4,3,4,1,0.0,0.0,847.0,5,847,1101,1948,4,1,4,8,0,1,4,3,2.0,434.0,3,3,0,100,48,0,0,0,2795.0,2.5,148,6,5,6.0,51,1.0,19565.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,12.180759965737863
63.0,13072,6,5,0.0,4,3,4,1,0.0,0.0,1141.0,5,1141,0,1141,3,1,3,6,0,0,0,1,2.0,484.0,3,3,0,0,0,0,0,0,2282.0,1.5,0,5,5,5.0,57,1.0,13692.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,11.86710429621008
64.0,9037,8,5,32.0,4,3,4,3,428.0,0.0,1048.0,5,1484,0,1484,2,1,5,6,0,1,4,2,2.0,472.0,3,3,0,120,33,0,0,0,2960.0,2.0,153,4,4,4.0,36,5.0,23680.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.490879338036375
65.0,8158,7,5,252.0,4,3,4,1,550.0,0.0,334.0,5,884,884,1768,3,1,4,8,0,0,0,2,2.0,543.0,3,3,0,0,63,0,0,0,2652.0,3.5,63,7,7,7.0,29,5.0,18564.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.323415584358154
83.0,9849,7,6,0.0,4,3,4,3,0.0,0.0,1689.0,5,1689,0,1689,3,1,4,7,0,0,0,2,3.0,954.0,3,3,0,0,56,0,0,0,3378.0,2.0,56,3,3,3.0,42,1.0,23646.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True,12.42250975887691
85.0,10625,7,6,81.0,3,3,4,4,885.0,168.0,0.0,3,1173,0,1173,3,1,4,6,0,2,3,2,2.0,528.0,3,3,0,0,120,0,0,0,2226.0,3.0,120,36,36,36.0,11,5.0,15582.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,12.04355959836804
107.0,13891,10,5,0.0,5,3,5,4,1386.0,0.0,690.0,5,2076,0,2076,2,1,5,7,0,1,4,3,3.0,850.0,3,3,0,216,229,0,0,0,4152.0,3.5,445,4,4,4.0,51,5.0,41520.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,13.049794835104816
70.0,11435,8,7,0.0,3,3,4,1,0.0,0.0,792.0,2,792,725,1517,3,1,4,7,0,2,4,1,2.0,400.0,3,3,0,0,0,0,0,0,2309.0,1.0,0,81,60,79.0,54,1.0,18472.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,12.345838935721968
78.0,12090,6,7,74.0,3,3,4,1,0.0,0.0,585.0,5,1140,728,1868,3,1,3,7,0,1,3,3,2.0,477.0,3,3,0,268,112,0,147,0,2453.0,3.5,527,26,7,26.0,47,1.0,14718.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,12.08954444723597
65.0,8125,7,5,0.0,4,3,4,1,0.0,0.0,756.0,5,756,797,1553,3,1,4,6,0,0,0,2,2.0,615.0,3,3,0,0,45,0,0,0,2309.0,2.5,45,5,4,5.0,57,1.0,16163.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True,12.136191879981927
74.0,12328,6,5,335.0,3,3,3,3,539.0,0.0,473.0,3,1034,0,1034,3,1,3,6,0,0,0,1,3.0,888.0,3,3,0,0,0,0,0,0,2046.0,2.0,0,34,34,34.0,7,5.0,12276.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.042971193457888
60.0,9600,6,5,0.0,3,3,4,1,319.0,0.0,416.0,2,1134,924,2058,3,1,3,8,0,1,4,1,2.0,396.0,2,2,1,0,0,259,0,0,2793.0,1.5,259,93,60,60.0,32,3.5,16758.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,11.771443882099637
60.0,7200,5,7,0.0,3,3,3,1,534.0,96.0,246.0,3,988,0,988,3,1,3,6,0,0,0,1,1.0,276.0,3,3,0,0,80,0,0,0,1864.0,1.0,80,60,60,60.0,43,3.0,9320.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.686887175419702
93.0,11160,7,5,0.0,4,3,3,1,1065.0,0.0,1045.0,5,2110,0,2110,3,1,5,8,0,2,3,3,2.0,522.0,3,3,0,0,0,0,0,0,4220.0,3.5,0,42,42,42.0,8,4.0,29540.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,12.404927602627597
92.0,3136,7,5,163.0,4,3,4,1,0.0,0.0,1405.0,5,1405,0,1405,2,1,4,6,0,1,4,2,2.0,478.0,3,3,0,148,36,0,0,0,2810.0,2.0,184,7,7,7.0,57,1.0,19670.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.053801032483948
62.0,9858,5,6,0.0,3,3,3,1,510.0,0.0,354.0,3,874,0,874,3,1,3,5,0,0,0,2,1.0,288.0,3,3,0,33,0,0,0,0,1738.0,2.0,33,42,42,42.0,13,3.0,8690.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,11.775297421715827
80.0,17542,7,7,0.0,4,3,3,4,125.0,1031.0,36.0,3,1516,651,2167,3,1,4,9,0,2,4,2,2.0,518.0,3,3,0,220,47,0,0,0,3359.0,3.5,267,36,7,36.0,41,2.0,23513.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.591338447675579
60.0,6931,7,5,92.0,4,3,4,1,0.0,0.0,746.0,5,760,896,1656,3,1,4,7,0,1,4,3,2.0,397.0,3,3,0,178,128,0,0,0,2402.0,2.5,306,7,6,7.0,29,1.0,16814.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,12.016128107502665
52.0,6240,6,6,0.0,3,3,3,1,425.0,0.0,459.0,3,959,408,1367,3,1,3,6,0,1,4,1,1.0,560.0,3,3,0,0,0,0,120,0,2251.0,1.0,120,79,60,32.0,37,2.0,13506.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.755879486687116
91.0,14303,8,5,554.0,4,3,4,4,1314.0,0.0,672.0,5,1987,0,1987,2,1,4,7,0,1,3,3,2.0,691.0,3,3,0,262,36,0,0,0,3973.0,3.0,298,16,16,16.0,28,5.0,31784.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.616528611893463
56.0,4060,5,8,0.0,3,3,2,1,0.0,0.0,864.0,5,864,0,864,2,1,3,4,0,0,0,0,0.0,0.0,0,0,0,0,96,0,0,0,1728.0,1.0,96,88,60,2010.0,17,1.0,8640.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,11.511934974596555
59.0,9587,7,5,182.0,4,3,4,4,655.0,0.0,201.0,5,1166,0,1166,2,1,4,5,0,0,0,3,2.0,400.0,3,3,0,212,0,0,0,0,2022.0,3.0,212,5,5,5.0,29,5.0,14154.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.154784614286667
65.0,9750,6,8,0.0,3,3,4,1,602.0,438.0,14.0,4,1054,0,1054,3,1,3,6,0,0,0,1,2.0,460.0,3,3,0,180,0,0,80,0,2108.0,2.5,260,41,41,41.0,29,4.0,12648.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.92504173829169
64.0,24682,6,5,0.0,3,3,4,1,0.0,0.0,841.0,5,892,783,1675,3,1,3,7,0,1,3,3,2.0,502.0,3,3,0,0,103,0,0,0,2516.0,2.5,103,11,11,11.0,18,1.0,15096.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,12.10625783509458
80.0,9600,5,6,0.0,3,3,3,1,504.0,0.0,546.0,4,1050,0,1050,2,1,3,5,0,0,0,1,1.0,338.0,3,3,0,0,0,0,0,0,2100.0,1.0,0,54,54,54.0,18,3.5,10500.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.766799946849087
80.5,11250,4,5,0.0,3,3,3,3,0.0,0.0,1104.0,5,1104,684,1788,5,1,3,8,1,2,3,1,1.0,304.0,3,3,0,120,0,0,0,0,2892.0,2.0,120,53,21,53.0,13,1.0,11568.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,11.992266613576142
60.0,13515,6,6,0.0,3,3,3,1,0.0,0.0,764.0,5,1060,764,1824,3,1,3,8,0,1,4,1,2.0,520.0,3,3,2,0,0,126,0,0,2588.0,1.0,126,91,60,70.0,41,1.0,15528.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,12.103491596905931
34.0,4060,6,5,0.0,4,3,4,1,266.0,0.0,1139.0,5,1337,0,1337,2,1,4,5,0,0,0,3,2.0,511.0,3,3,0,144,68,0,0,0,2742.0,3.0,212,12,11,12.0,28,5.0,16452.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,12.10625783509458
35.0,3735,7,5,218.0,4,3,4,1,450.0,0.0,241.0,5,713,739,1452,3,1,4,6,0,0,0,1,2.0,506.0,3,3,0,0,34,0,0,0,2143.0,3.5,34,11,11,11.0,57,5.0,15001.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,12.12215284831553
60.0,10120,7,4,0.0,2,3,3,1,0.0,0.0,925.0,3,964,925,1889,4,2,3,9,0,1,4,1,1.0,308.0,3,3,2,0,0,264,0,0,2814.0,1.5,264,100,60,50.0,47,1.0,19698.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,11.711784520403112
89.0,13214,9,5,0.0,5,3,5,4,0.0,0.0,2002.0,5,2018,0,2018,3,1,5,10,0,1,4,3,3.0,746.0,3,3,0,144,76,0,0,0,4020.0,2.0,220,2,1,1.0,7,1.0,36180.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.843973993864076
70.0,14100,8,9,632.0,3,4,3,2,192.0,0.0,536.0,5,1968,1479,3447,4,1,4,11,0,2,4,1,3.0,1014.0,3,3,0,314,12,0,0,0,4175.0,3.5,326,75,13,28.0,31,3.5,33400.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,12.850557278777309
78.0,11344,5,5,180.0,3,3,3,1,460.0,0.0,414.0,3,874,650,1524,3,1,3,7,0,0,0,1,1.0,315.0,3,3,0,0,0,0,0,0,2398.0,1.5,0,52,52,52.0,41,3.0,11990.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.87757552297847
